level_1,level_2,level_3,level_4,level_3_final,level_4_final,agency,agency_name,agency_display,agency_display_abbreviation,bureau,bureau_citation_display,bureau_display,bureau_display_abbreviation,program,value
Spending,Economy & Std of Living,Standard of Living and Aid to the Disadvantaged,Pell Grants,Standard of Living and Aid to the Disadvantaged,Pell Grants,Department of Education,US Department of Education,Department of Education ,ED,Office of Federal Student Aid,Federal Student Aid,Federal Student Aid,FSA,Student Financial Assistance,8224405544.0
Spending,Economy & Std of Living,Standard of Living and Aid to the Disadvantaged,Child and Social Services,Standard of Living and Aid to the Disadvantaged,Child and Social Services,Department of Education,US Department of Education,Department of Education ,ED,Office of Special Education and Rehabilitative Services,Office of Special Education and Rehabilitative Services,Office of Special Education and Rehabilitative Services,OSERS,Rehabilitation Services,62843985.49
Spending,Economy & Std of Living,Standard of Living and Aid to the Disadvantaged,SNAP (and other nutritional programs),Standard of Living and Aid to the Disadvantaged,SNAP (and other nutritional programs),Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Agricultural Marketing Service,Agriculture Marketing Service,Agriculture Marketing Service,AMS,"Funds for Strengthening Markets, Income, and Supply (section 32)",-10102067.18
Spending,Economy & Std of Living,Economy and Infrastructure,Community and Regional Development,Economy and Infrastructure,Community and Regional Development,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,"Biorefinery Assistance, Downward Reestimates of Subsidies",-12390271.489999998
Spending,Economy & Std of Living,Economy and Infrastructure,Community and Regional Development,Economy and Infrastructure,Community and Regional Development,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,"Rural Microenterprise Investment, Downward Reestimate of Subsidy",-2753393.665
Spending,Economy & Std of Living,Economy and Infrastructure,Community and Regional Development,Economy and Infrastructure,Community and Regional Development,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,"Rural Water and Waste Disposal, Negative Subsidies",-9636877.828
Spending,Economy & Std of Living,Economy and Infrastructure,Community and Regional Development,Economy and Infrastructure,Community and Regional Development,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,"Rural Water and Waste Disposal, Downward Reestimates of Subsidies",-94992081.45
Spending,Economy & Std of Living,Economy and Infrastructure,Community and Regional Development,Economy and Infrastructure,Community and Regional Development,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,"Rural Community Facility, Negative Subsidies",-68834841.63
Spending,Economy & Std of Living,Economy and Infrastructure,Community and Regional Development,Economy and Infrastructure,Community and Regional Development,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,"Rural Community Facility, Downward Reestimates of Subsidies",-126656108.60000001
Spending,Economy & Std of Living,Economy and Infrastructure,Community and Regional Development,Economy and Infrastructure,Community and Regional Development,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,"Rural Business and Industry, Downward Reestimates of Subsidies",-42677601.81
Spending,Economy & Std of Living,Economy and Infrastructure,Community and Regional Development,Economy and Infrastructure,Community and Regional Development,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,"Rural Development Loans, Downward Reestimates of Subsidies",-9636877.828
Spending,Economy & Std of Living,Economy and Infrastructure,Community and Regional Development,Economy and Infrastructure,Community and Regional Development,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,"Economic Development Loans, Downward Reestimates of Subsidies",-6883484.163
Spending,Economy & Std of Living,Economy and Infrastructure,Community and Regional Development,Economy and Infrastructure,Community and Regional Development,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,"Downward Reestimates, Distance Learning, Telemedicine, and Broadband Program",-13766968.33
Spending,Economy & Std of Living,Economy and Infrastructure,Community and Regional Development,Economy and Infrastructure,Community and Regional Development,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,"Rural Energy for America Program, Downward Reestimates of Subsidies",-30287330.32
Spending,Economy & Std of Living,Standard of Living and Aid to the Disadvantaged,SNAP (and other nutritional programs),Standard of Living and Aid to the Disadvantaged,SNAP (and other nutritional programs),Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Food and Nutrition Service,Food and Nutrition Service,Food and Nutrition Service,FNS,Supplemental Nutrition Assistance Program,3964600.324
Spending,Economy & Std of Living,Standard of Living and Aid to the Disadvantaged,SNAP (and other nutritional programs),Standard of Living and Aid to the Disadvantaged,SNAP (and other nutritional programs),Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Food and Nutrition Service,Food and Nutrition Service,Food and Nutrition Service,FNS,Supplemental Nutrition Assistance Program,98149231460.0
Spending,Economy & Std of Living,Standard of Living and Aid to the Disadvantaged,SNAP (and other nutritional programs),Standard of Living and Aid to the Disadvantaged,SNAP (and other nutritional programs),Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Food and Nutrition Service,Food and Nutrition Service,Food and Nutrition Service,FNS,Nutrition Programs Administration,164765625.0
Spending,Economy & Std of Living,Standard of Living and Aid to the Disadvantaged,SNAP (and other nutritional programs),Standard of Living and Aid to the Disadvantaged,SNAP (and other nutritional programs),Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Food and Nutrition Service,Food and Nutrition Service,Food and Nutrition Service,FNS,Child Nutrition Programs,77255926.12
Spending,Economy & Std of Living,Standard of Living and Aid to the Disadvantaged,SNAP (and other nutritional programs),Standard of Living and Aid to the Disadvantaged,SNAP (and other nutritional programs),Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Food and Nutrition Service,Food and Nutrition Service,Food and Nutrition Service,FNS,Child Nutrition Programs,45905695.23
Spending,Economy & Std of Living,Economy and Infrastructure,Community and Regional Development,Economy and Infrastructure,Community and Regional Development,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Business-Cooperative Service,Rural Business-Cooperative Service,Rural Business-Cooperative Service,,Rural Cooperative Development Grants,83606199.77000001
Spending,Economy & Std of Living,Economy and Infrastructure,Community and Regional Development,Economy and Infrastructure,Community and Regional Development,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Business-Cooperative Service,Rural Business-Cooperative Service,Rural Business-Cooperative Service,,Rural Cooperative Development Grants,89578071.17999999
Spending,Economy & Std of Living,Economy and Infrastructure,Community and Regional Development,Economy and Infrastructure,Community and Regional Development,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Business-Cooperative Service,Rural Business-Cooperative Service,Rural Business-Cooperative Service,,Rural Business Program Account,194085820.9
Spending,Economy & Std of Living,Economy and Infrastructure,Community and Regional Development,Economy and Infrastructure,Community and Regional Development,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Business-Cooperative Service,Rural Business-Cooperative Service,Rural Business-Cooperative Service,,Rural Energy for America Program,14929678.53
Spending,Economy & Std of Living,Economy and Infrastructure,Community and Regional Development,Economy and Infrastructure,Community and Regional Development,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Business-Cooperative Service,Rural Business-Cooperative Service,Rural Business-Cooperative Service,,Rural Energy for America Program,140338978.20000002
Spending,Economy & Std of Living,Economy and Infrastructure,Community and Regional Development,Economy and Infrastructure,Community and Regional Development,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Business-Cooperative Service,Rural Business-Cooperative Service,Rural Business-Cooperative Service,,Rural Microentrepreneur Assistance Program,8957807.118
Spending,Economy & Std of Living,Economy and Infrastructure,Community and Regional Development,Economy and Infrastructure,Community and Regional Development,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Business-Cooperative Service,Rural Business-Cooperative Service,Rural Business-Cooperative Service,,Intermediary Relending Program Fund Account,20901549.94
Spending,Economy & Std of Living,Economy and Infrastructure,Community and Regional Development,Economy and Infrastructure,Community and Regional Development,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Business-Cooperative Service,Rural Business-Cooperative Service,Rural Business-Cooperative Service,,Energy Assistance Payments,62704649.830000006
Spending,Economy & Std of Living,Economy and Infrastructure,Community and Regional Development,Economy and Infrastructure,Community and Regional Development,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Business-Cooperative Service,Rural Business-Cooperative Service,Rural Business-Cooperative Service,,Rural Economic Development Grants,185128013.79999998
Spending,Economy & Std of Living,Economy and Infrastructure,Community and Regional Development,Economy and Infrastructure,Community and Regional Development,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Business-Cooperative Service,Rural Business-Cooperative Service,Rural Business-Cooperative Service,,Rural Economic Development Loans Program Account,-5971871.4120000005
Spending,Economy & Std of Living,Economy and Infrastructure,Community and Regional Development,Economy and Infrastructure,Community and Regional Development,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Development,Rural Development,Rural Development,,Salaries and Expenses,342947368.4
Spending,Economy & Std of Living,Economy and Infrastructure,Community and Regional Development,Economy and Infrastructure,Community and Regional Development,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Development,Rural Development,Rural Development,,Salaries and Expenses,20055401.66
Spending,Economy & Std of Living,Economy and Infrastructure,Community and Regional Development,Economy and Infrastructure,Community and Regional Development,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Housing Service,Rural Housing Service,Rural Housing Service,,Rural Community Facilities Program Account,-16443965.520000001
Spending,Economy & Std of Living,Standard of Living and Aid to the Disadvantaged,Housing Assistance,Standard of Living and Aid to the Disadvantaged,Housing Assistance,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Housing Service,Rural Housing Service,Rural Housing Service,,Rental Assistance Program,1561057828.0
Spending,Economy & Std of Living,Standard of Living and Aid to the Disadvantaged,Housing Assistance,Standard of Living and Aid to the Disadvantaged,Housing Assistance,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Housing Service,Rural Housing Service,Rural Housing Service,,Rental Assistance Program,20056417.49
Spending,Economy & Std of Living,Standard of Living and Aid to the Disadvantaged,Housing Assistance,Standard of Living and Aid to the Disadvantaged,Housing Assistance,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Housing Service,Rural Housing Service,Rural Housing Service,,Rural Housing Assistance Grants,-3696120.6900000004
Spending,Economy & Std of Living,Standard of Living and Aid to the Disadvantaged,Housing Assistance,Standard of Living and Aid to the Disadvantaged,Housing Assistance,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Housing Service,Rural Housing Service,Rural Housing Service,,Rural Housing Voucher Account,-2489224.1380000003
Spending,Economy & Std of Living,Standard of Living and Aid to the Disadvantaged,Housing Assistance,Standard of Living and Aid to the Disadvantaged,Housing Assistance,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Housing Service,Rural Housing Service,Rural Housing Service,,Mutual and Self-help Housing Grants,-2790948.276
Spending,Economy & Std of Living,Economy and Infrastructure,Community and Regional Development,Economy and Infrastructure,Community and Regional Development,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Utilities Service,Rural Utilities Service,Rural Utilities Service,,Rural Telephone Bank Program Account,3380077.369
Spending,Economy & Std of Living,Economy and Infrastructure,Community and Regional Development,Economy and Infrastructure,Community and Regional Development,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Utilities Service,Rural Utilities Service,Rural Utilities Service,,"Distance Learning, Telemedicine, and Broadband Program",22533849.13
Spending,Economy & Std of Living,Economy and Infrastructure,Community and Regional Development,Economy and Infrastructure,Community and Regional Development,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Utilities Service,Rural Utilities Service,Rural Utilities Service,,Rural Water and Waste Disposal Program Account,287306576.40000004
Spending,Economy & Std of Living,Economy and Infrastructure,Community and Regional Development,Economy and Infrastructure,Community and Regional Development,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Utilities Service,Rural Utilities Service,Rural Utilities Service,,High Energy Cost Grants,7886847.195
Spending,Economy & Std of Living,Economy and Infrastructure,Community and Regional Development,Economy and Infrastructure,Community and Regional Development,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Utilities Service,Rural Utilities Service,Rural Utilities Service,,Rural Development Insurance Fund Liquidating Account,-29294003.87
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,"Proceeds from Aircraft Sales, Facilities and Equipment",-6395256.916999999
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Pipeline Safety Fund,-181307189.5
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Underground Natural Gas Storage Facility Safety,-8692810.458
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,"Hazardous Materials Transportation Registration, Filing, and Permit Fees, Emergency Preparedness Grants",-20784584.98
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,"Transportation Infrastructure Finance and Innovation Program, Negative Subsidies",-41569169.96
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,"Transportation Infrastructure Finance and Innovation Program, Interest on Downward Reestimates",-326158102.8
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,"Hazardous Materials Transportation Registration, Filing, and Permit Fees, Administrative Costs",-1241830.0650000002
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,"Advances from State Cooperating Agencies and Foreign Governments, FHA Miscellaneous Trust",-6395256.916999999
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,"Licensing and Insuring Fees, Motor Carrier Safety Operations and Programs",-34374505.93
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,"Railroad Rehabilitation and Improvement Financing, Negative Subsidies",-1598814.229
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,"Downward Reestimates, Railroad Rehabilitation and Improvement Program",-45566205.53
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,"Maritime (title XI) Loan Program, Downward Reestimates of Subsidies",-9592885.375
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,"Gifts and Bequests, Maritime Administration, Transportation",-799407.1146
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Federal Aviation Administration,Federal Aviation Administration,Federal Aviation Administration,FAA,Operations,946507027.6
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Federal Aviation Administration,Federal Aviation Administration,Federal Aviation Administration,FAA,Facilities and Equipment,256185689.9
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Federal Aviation Administration,Federal Aviation Administration,Federal Aviation Administration,FAA,Relief for Airports,2586649063.0
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Federal Aviation Administration,Federal Aviation Administration,Federal Aviation Administration,FAA,Grants-in-Aid for Airports,18781942.080000002
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Federal Aviation Administration,Federal Aviation Administration,Federal Aviation Administration,FAA,Aviation Insurance Revolving Fund,-51086882.449999996
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Federal Aviation Administration,Federal Aviation Administration,Federal Aviation Administration,FAA,Administrative Services Franchise Fund,-81889267.46000001
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Federal Aviation Administration,Federal Aviation Administration,Federal Aviation Administration,FAA,Aviation User Fees,751277.6831
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Federal Aviation Administration,Federal Aviation Administration,Federal Aviation Administration,FAA,Trust Fund Share of FAA Activities (Airport and Airway Trust Fund),10706733840.0
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Federal Aviation Administration,Federal Aviation Administration,Federal Aviation Administration,FAA,Grants-in-aid for Airports (Airport and Airway Trust Fund),188551646.6
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Federal Aviation Administration,Federal Aviation Administration,Federal Aviation Administration,FAA,Facilities and Equipment (Airport and Airway Trust Fund),3301796448.0
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Federal Aviation Administration,Federal Aviation Administration,Federal Aviation Administration,FAA,"Research, Engineering and Development (Airport and Airway Trust Fund)",238903506.8
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Federal Highway Administration,Federal Highway Administration,Federal Highway Administration,FHWA,Highway Infrastructure Programs,23915231.34
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Federal Highway Administration,Federal Highway Administration,Federal Highway Administration,FHWA,Federal-aid Highways,445242353.7
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Federal Highway Administration,Federal Highway Administration,Federal Highway Administration,FHWA,Miscellaneous Trust Funds,15104356.64
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Federal Motor Carrier Safety Administration,Federal Motor Carrier Safety Administration,Federal Motor Carrier Safety Administration,FMCSA,"Motor Carrier Safety Operations and Programs, General Fund",2069605.568
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Federal Motor Carrier Safety Administration,Federal Motor Carrier Safety Administration,Federal Motor Carrier Safety Administration,FMCSA,Motor Carrier Safety Operations and Programs,339415313.2
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Federal Motor Carrier Safety Administration,Federal Motor Carrier Safety Administration,Federal Motor Carrier Safety Administration,FMCSA,Motor Carrier Safety Operations and Programs,33113689.1
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Federal Railroad Administration,Federal Railroad Administration,Federal Railroad Administration,FRA,Restoration and Enhancement Grants,3099173.554
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Federal Railroad Administration,Federal Railroad Administration,Federal Railroad Administration,FRA,Safety and Operations,259297520.7
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Federal Railroad Administration,Federal Railroad Administration,Federal Railroad Administration,FRA,Railroad Research and Development,34090909.09
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Federal Railroad Administration,Federal Railroad Administration,Federal Railroad Administration,FRA,Financial Assistance Oversight and Technical Assistance,41322314.050000004
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Federal Transit Administration,Federal Transit Administration,Federal Transit Administration,FTA,Administrative Expenses,635325.3652
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Federal Transit Administration,Federal Transit Administration,Federal Transit Administration,FTA,Transit Research,-1270650.73
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Federal Transit Administration,Federal Transit Administration,Federal Transit Administration,FTA,Technical Assistance and Training,3811952.1909999996
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Great Lakes St. Lawrence Seaway Development Corporation,Great Lakes Saint Lawrence Seaway Development Corporation,Great Lakes Saint Lawrence Seaway Development Corporation,GLSLSDC,Great Lakes St. Lawrence Seaway Development Corporation,2482573.727
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Great Lakes St. Lawrence Seaway Development Corporation,Great Lakes Saint Lawrence Seaway Development Corporation,Great Lakes Saint Lawrence Seaway Development Corporation,GLSLSDC,Operations and Maintenance,48410187.67
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Maritime Administration,Maritime Administration,Maritime Administration,MARAD,State Maritime Academy Operations,433546234.5
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Maritime Administration,Maritime Administration,Maritime Administration,MARAD,Operations and Training,188032411.8
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Maritime Administration,Maritime Administration,Maritime Administration,MARAD,Maritime Guaranteed Loan (Title XI) Program Account,2922783.6029999997
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Maritime Administration,Maritime Administration,Maritime Administration,MARAD,Maritime Guaranteed Loan (Title XI) Program Account,137370829.39999998
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Maritime Administration,Maritime Administration,Maritime Administration,MARAD,Ship Disposal,26305052.43
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Maritime Administration,Maritime Administration,Maritime Administration,MARAD,Assistance to Small Shipyards,13639656.82
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Maritime Administration,Maritime Administration,Maritime Administration,MARAD,War Risk Insurance Revolving Fund,-974261.2011
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Maritime Administration,Maritime Administration,Maritime Administration,MARAD,Vessel Operations Revolving Fund,974261.2011
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Maritime Administration,Maritime Administration,Maritime Administration,MARAD,"Miscellaneous Trust Funds, Maritime Administration",1948522.402
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,National Highway Traffic Safety Administration,National Highway Traffic Safety Administration,National Highway Traffic Safety Administration,NHTS,Operations and Research,274497600.0
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,National Highway Traffic Safety Administration,National Highway Traffic Safety Administration,National Highway Traffic Safety Administration,NHTS,Crash Data,8819200.0
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,National Highway Traffic Safety Administration,National Highway Traffic Safety Administration,National Highway Traffic Safety Administration,NHTS,Vehicle Safety and Behavioral Research Programs,23150400.0
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,National Highway Traffic Safety Administration,National Highway Traffic Safety Administration,National Highway Traffic Safety Administration,NHTS,Supplemental Highway Traffic Safety Programs,1102400.0
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,National Highway Traffic Safety Administration,National Highway Traffic Safety Administration,National Highway Traffic Safety Administration,NHTS,Operations and Research (Highway Trust Fund),179691200.0
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,National Highway Traffic Safety Administration,National Highway Traffic Safety Administration,National Highway Traffic Safety Administration,NHTS,Highway Traffic Safety Grants,67246400.0
